name,pref,city,district,latitude,longitude,relation_point_default
長津田第二小学校,東京都,町田市,南成瀬８丁目,35.53476,139.488398,197183.359880592
東本郷小学校,神奈川県,緑区,東本郷五丁目,35.505081,139.581898,191634.346135726
霧が丘小学校,神奈川県,緑区,霧が丘四丁目,35.512089,139.50713,175231.10183594
緑小学校,神奈川県,緑区,鴨居五丁目,35.50534,139.560561,197434.847126738
阿久和小学校,神奈川県,瀬谷区,阿久和南四丁目,35.441154,139.497105,158880.746157687
原小学校,神奈川県,瀬谷区,阿久和東四丁目,35.447058,139.500607,173790.753995903
三ッ境小学校,神奈川県,瀬谷区,阿久和西一丁目,35.460401,139.498188,192004.359518395
上瀬谷小学校,神奈川県,瀬谷区,上瀬谷町,35.489312,139.477049,163917.948627354
瀬谷小学校,神奈川県,瀬谷区,中央,35.472531,139.484494,185346.852827628
瀬谷第二小学校,神奈川県,瀬谷区,橋戸二丁目,35.46054,139.481966,186457.858453469
相沢小学校,神奈川県,瀬谷区,相沢二丁目,35.475455,139.49016,170605.296093399
大門小学校,神奈川県,瀬谷区,本郷三丁目,35.47151,139.475105,185346.852827628
南瀬谷小学校,神奈川県,瀬谷区,南台二丁目,35.457346,139.486744,176423.603543152
二つ橋小学校,神奈川県,瀬谷区,二ツ橋町,35.472816,139.497409,185447.273457155
瀬谷さくら小学校,神奈川県,瀬谷区,下瀬谷一丁目,35.451329,139.481275,176423.603543152
笠間小学校,神奈川県,栄区,笠間三丁目,35.361915,139.532074,148119.223963152
桂台小学校,神奈川県,栄区,桂台西二丁目,35.352415,139.56346,131578.197782582
公田小学校,神奈川県,栄区,公田町,35.354443,139.55385,142670.772534282
桜井小学校,神奈川県,栄区,若竹町,35.366108,139.572376,154162.594689237
小山台小学校,神奈川県,栄区,小山台一丁目,35.380053,139.557927,173182.010903929
小菅ケ谷小学校,神奈川県,栄区,本郷台四丁目,35.377024,139.54824,165073.124167902
庄戸小学校,神奈川県,栄区,庄戸一丁目,35.353081,139.584347,123704.12145198
上郷小学校,神奈川県,栄区,桂台東,35.357375,139.571893,131578.197782582
西本郷小学校,神奈川県,栄区,小菅ケ谷町,35.365559,139.542011,158701.694901737
千秀小学校,神奈川県,栄区,田谷町,35.371608,139.520075,144957.704135095
飯島小学校,神奈川県,栄区,飯島町,35.373025,139.53513,158823.957285865
豊田小学校,神奈川県,戸塚区,下倉田町,35.382578,139.535963,162372.691243877
本郷小学校,神奈川県,栄区,中野町,35.363164,139.561433,157553.094290684
本郷台小学校,神奈川県,栄区,本郷台一丁目,35.37133,139.549351,166741.495859077
いずみ野小学校,神奈川県,泉区,和泉町,35.434182,139.49466,158880.746157687
いちょう小学校,神奈川県,泉区,上飯田町,35.432044,139.4753,157782.877854884
伊勢山小学校,神奈川県,泉区,和泉中央南二丁目,35.410769,139.497021,162765.199998977
岡津小学校,神奈川県,泉区,岡津町,35.428239,139.524491,175705.482607674
下和泉小学校,神奈川県,泉区,下和泉四丁目,35.40127,139.49316,159758.172199102
葛野小学校,神奈川県,泉区,中田南五丁目,35.403921,139.508273,168046.452344181
上飯田小学校,神奈川県,泉区,上飯田町,35.424072,139.480384,156529.52563495
新橋小学校,神奈川県,泉区,新橋町,35.434349,139.506604,166379.215003894
西が岡小学校,神奈川県,泉区,西が岡三丁目,35.41911,139.515792,177820.755097816
中田小学校,神奈川県,泉区,中田南三丁目,35.410546,139.508187,174094.441521039
中和田小学校,神奈川県,泉区,和泉中央南四丁目,35.415796,139.491105,162765.199998977
中和田南小学校,神奈川県,泉区,下飯田町,35.398242,139.484383,148988.827585053
東中田小学校,神奈川県,泉区,中田東四丁目,35.41733,139.511495,176035.71365419
飯田北小学校,神奈川県,泉区,上飯田町,35.434349,139.48155,158180.112017495
緑園西小学校,神奈川県,泉区,緑園三丁目,35.440932,139.51777,165614.243880665
緑園東小学校,神奈川県,泉区,緑園五丁目,35.443432,139.526325,174599.733035155
和泉小学校,神奈川県,泉区,和泉町,35.422767,139.496355,161674.213287681
あざみ野第一小学校,神奈川県,青葉区,あざみ野四丁目,35.57186,139.542542,225415.737214582
あざみ野第二小学校,神奈川県,青葉区,みすずが丘,35.563889,139.541848,228379.251766888
さつきが丘小学校,神奈川県,青葉区,さつきが丘,35.532309,139.518602,205216.791384233
すすき野小学校,神奈川県,青葉区,すすき野三丁目,35.579275,139.530515,209619.825192867
つつじが丘小学校,神奈川県,青葉区,つつじが丘,35.535976,139.520185,210535.898601432
みたけ台小学校,神奈川県,青葉区,たちばな台一丁目,35.556417,139.517156,203748.548107796
もえぎ野小学校,神奈川県,青葉区,もえぎ野,35.548224,139.523406,216944.067948567
荏子田小学校,神奈川県,青葉区,荏子田三丁目,35.575165,139.535043,209619.825192867
荏田西小学校,神奈川県,青葉区,荏田西四丁目,35.547502,139.549487,219691.539181121
榎が丘小学校,神奈川県,青葉区,榎が丘,35.541918,139.509879,204540.767320015
恩田小学校,神奈川県,青葉区,桂台二丁目,35.552443,139.499573,185115.307281629
鴨志田第一小学校,神奈川県,青葉区,たちばな台二丁目,35.557083,139.509628,199532.889705902
鴨志田緑小学校,神奈川県,青葉区,成合町,35.563859,139.505267,183860.990555174
桐蔭学園小学部,神奈川県,青葉区,鉄町,35.569054,139.523127,195221.297966181
桂小学校,神奈川県,青葉区,桂台一丁目,35.548361,139.505212,204540.767320015
元石川小学校,神奈川県,青葉区,美しが丘四丁目,35.583275,139.548375,230571.667232964
山内小学校,神奈川県,青葉区,新石川一丁目,35.568971,139.556847,243906.907248732
市ケ尾小学校,神奈川県,青葉区,荏田北二丁目,35.556056,139.540127,215074.179876315
新石川小学校,神奈川県,青葉区,新石川三丁目,35.576665,139.562151,246429.852261634
青葉台小学校,神奈川県,青葉区,桂台一丁目,35.551139,139.50974,199532.889705902
谷本小学校,神奈川県,青葉区,下谷本町,35.543197,139.535184,213961.800057434
鉄小学校,神奈川県,青葉区,鉄町,35.562499,139.5201,201284.479294275
田奈小学校,神奈川県,青葉区,田奈町,35.539306,139.500213,208891.232380896
東市ケ尾小学校,神奈川県,青葉区,市ケ尾町,35.543169,139.546627,219691.539181121
藤が丘小学校,神奈川県,青葉区,藤が丘二丁目,35.539114,139.526379,207677.628501534
奈良の丘小学校,神奈川県,青葉区,奈良二丁目,35.551358,139.486685,184616.414859314
奈良小学校,神奈川県,青葉区,奈良五丁目,35.562717,139.480962,182235.632409477
美しが丘小学校,神奈川県,青葉区,美しが丘二丁目,35.584358,139.556763,245511.383494734
美しが丘東小学校,神奈川県,青葉区,美しが丘二丁目,35.582386,139.560484,246429.852261634
嶮山小学校,神奈川県,青葉区,すすき野一丁目,35.575887,139.52946,209619.825192867
黒須田小学校,神奈川県,青葉区,黒須田,35.568135,139.532941,207775.747581911
すみれが丘小学校,神奈川県,都筑区,すみれが丘,35.566194,139.580011,254627.158205256
つづきの丘小学校,神奈川県,都筑区,荏田東三丁目,35.545669,139.565514,222044.703303644
荏田小学校,神奈川県,都筑区,荏田南町,35.557287,139.563978,235616.49585915
荏田東第一小学校,神奈川県,都筑区,荏田東三丁目,35.547002,139.562514,222044.703303644
荏田南小学校,神奈川県,都筑区,荏田南二丁目,35.544725,139.556515,219039.428613154
茅ケ崎小学校,神奈川県,都筑区,茅ケ崎南一丁目,35.540559,139.580735,203541.297984757
茅ケ崎台小学校,神奈川県,都筑区,長坂,35.537309,139.569986,207039.537997025
茅ケ崎東小学校,神奈川県,都筑区,茅ケ崎東二丁目,35.542726,139.580735,229831.253667585
牛久保小学校,神奈川県,都筑区,牛久保一丁目,35.559284,139.581945,254627.158205256
山田小学校,神奈川県,都筑区,東山田三丁目,35.559719,139.603184,253138.859105159
勝田小学校,神奈川県,都筑区,早渕一丁目,35.543393,139.595289,225878.066751879
折本小学校,神奈川県,都筑区,大熊町,35.528395,139.594678,198552.473150513
川和小学校,神奈川県,都筑区,川和町,35.529977,139.547488,202562.76194979
川和東小学校,神奈川県,都筑区,富士見が丘,35.531423,139.557633,203449.068704112
中川小学校,神奈川県,都筑区,牛久保東二丁目,35.550586,139.587428,229665.708221226
中川西小学校,神奈川県,都筑区,中川四丁目,35.560056,139.569179,240265.024334672
都筑小学校,神奈川県,都筑区,中川六丁目,35.55639,139.574707,235616.49585915
都田小学校,神奈川県,都筑区,池辺町,35.52245,139.571597,189347.883334065
都田西小学校,神奈川県,都筑区,加賀原一丁目,35.521478,139.563653,189347.883334065
東山田小学校,神奈川県,都筑区,北山田七丁目,35.564417,139.595704,247848.727092709
南山田小学校,神奈川県,都筑区,北山田三丁目,35.557529,139.589094,237369.697907452
北山田小学校,神奈川県,都筑区,北山田五丁目,35.564834,139.585844,254627.158205256
旭町小学校,神奈川県,川崎区,旭町２丁目,35.53181,139.714999,240944.033113224
宮前小学校,神奈川県,川崎区,宮前町,35.528783,139.705862,272723.811146121
京町小学校,神奈川県,川崎区,池田２丁目,35.519452,139.69228,275666.770813643
向小学校,神奈川県,川崎区,大島４丁目,35.524311,139.715361,218605.82683079
四谷小学校,神奈川県,川崎区,四谷下町,35.526728,139.737887,164157.252923525
小田小学校,神奈川県,川崎区,小田４丁目,35.511508,139.70214,221613.802525196
新町小学校,神奈川県,川崎区,渡田４丁目,35.518229,139.70064,258949.478611982
川崎小学校,神奈川県,川崎区,日進町,35.524701,139.695196,275666.770813643
川中島小学校,神奈川県,川崎区,川中島１丁目,35.531088,139.725776,204778.761090501
浅田小学校,神奈川県,川崎区,浅田２丁目,35.507397,139.702779,187475.181067115
大師小学校,神奈川県,川崎区,東門前２丁目,35.533394,139.735303,230254.405201339
大島小学校,神奈川県,川崎区,浜町１丁目,35.516812,139.717361,218605.82683079
殿町小学校,神奈川県,川崎区,江川１丁目,35.537505,139.745469,182160.354531778
田島小学校,神奈川県,川崎区,渡田１丁目,35.521951,139.708306,258949.478611982
渡田小学校,神奈川県,川崎区,田島町,35.515702,139.709334,221613.802525196
東小田小学校,神奈川県,川崎区,小田５丁目,35.512202,139.706973,221613.802525196
東大島小学校,神奈川県,川崎区,大島５丁目,35.523589,139.719722,218605.82683079
東門前小学校,神奈川県,川崎区,東門前３丁目,35.536366,139.73547,230254.405201339
藤崎小学校,神奈川県,川崎区,観音１丁目,35.525617,139.724971,240944.033113224
さくら小学校,神奈川県,川崎区,桜本１丁目,35.520661,139.722048,218605.82683079
下平間小学校,神奈川県,幸区,下平間,35.549531,139.678947,303921.439465857
古市場小学校,神奈川県,幸区,古市場１丁目,35.55553,139.685835,303179.92268475
古川小学校,神奈川県,幸区,古川町,35.546365,139.68128,303921.439465857
戸手小学校,神奈川県,幸区,戸手本町１丁目,35.542421,139.685169,303921.439465857
御幸小学校,神奈川県,幸区,遠藤町,35.543226,139.692057,306817.127395577
幸町小学校,神奈川県,幸区,中幸町２丁目,35.53831,139.694251,288430.783923972
小倉小学校,神奈川県,幸区,小倉２丁目,35.541413,139.665344,291173.919296831
西御幸小学校,神奈川県,幸区,小向西町４丁目,35.546142,139.688585,306817.127395577
東小倉小学校,神奈川県,幸区,小倉,35.547034,139.674732,296469.202574733
南加瀬小学校,神奈川県,幸区,南加瀬３丁目,35.544337,139.66281,296469.202574733
南河原小学校,神奈川県,幸区,都町,35.537643,139.690946,288430.783923972
日吉小学校,神奈川県,幸区,新川崎,35.547837,139.669309,296469.202574733
夢見ケ崎小学校,神奈川県,幸区,南加瀬２丁目,35.547753,139.662671,296469.202574733
井田小学校,神奈川県,中原区,井田中ノ町,35.564528,139.645505,312624.301052938
下河原小学校,神奈川県,幸区,古市場２丁目,35.557668,139.681502,303179.92268475
下小田中小学校,神奈川県,中原区,下小田中６丁目,35.571582,139.640616,320829.180197356
下沼部小学校,神奈川県,中原区,下沼部,35.573083,139.670474,327567.645341385
苅宿小学校,神奈川県,中原区,苅宿,35.562482,139.66318,306369.574828592
宮内小学校,神奈川県,中原区,宮内３丁目,35.588746,139.641365,312915.699472677
玉川小学校,神奈川県,中原区,北谷町,35.564056,139.672947,306369.574828592
今井小学校,神奈川県,中原区,今井西町,35.576221,139.649226,324628.855506371
住吉小学校,神奈川県,中原区,木月伊勢町,35.568267,139.653374,325031.682772087
上丸子小学校,神奈川県,中原区,新丸子東１丁目,35.579498,139.664835,319970.844049219
新城小学校,神奈川県,中原区,新城２丁目,35.581664,139.63245,312599.203610807
西丸子小学校,神奈川県,中原区,小杉陣屋町２丁目,35.586884,139.655227,317506.545967271
大戸小学校,神奈川県,中原区,下小田中１丁目,35.580359,139.639116,324628.855506371
大西学園小学校,神奈川県,中原区,小杉町２丁目,35.578498,139.655559,316843.818100691
大谷戸小学校,神奈川県,中原区,上小田中１丁目,35.591093,139.631841,308949.160958231
中原小学校,神奈川県,中原区,小杉御殿町１丁目,35.583247,139.650614,316843.818100691
東住吉小学校,神奈川県,中原区,木月伊勢町,35.569417,139.657976,325031.682772087
平間小学校,神奈川県,中原区,上平間,35.55678,139.676197,303179.92268475
木月小学校,神奈川県,中原区,木月４丁目,35.557639,139.655543,305134.231739155
下作延小学校,神奈川県,高津区,下作延５丁目,35.603148,139.600747,290273.785575869
梶ケ谷小学校,神奈川県,高津区,梶ケ谷４丁目,35.586164,139.604064,299074.003054863
橘小学校,神奈川県,高津区,千年,35.581609,139.621145,301217.68040331
久地小学校,神奈川県,高津区,久地,35.611185,139.600251,282156.155804079
久本小学校,神奈川県,高津区,久本３丁目,35.595162,139.61759,312254.22364415
久末小学校,神奈川県,高津区,久末,35.567833,139.618896,279260.268427494
高津小学校,神奈川県,高津区,溝口４丁目,35.604937,139.614167,292818.068100533
坂戸小学校,神奈川県,高津区,坂戸１丁目,35.596384,139.622672,312254.22364415
子母口小学校,神奈川県,高津区,子母口,35.569527,139.633062,307994.175413171
上作延小学校,神奈川県,高津区,上作延,35.598134,139.597564,282796.986256152
新作小学校,神奈川県,高津区,新作１丁目,35.587303,139.611091,299074.003054863
西梶ケ谷小学校,神奈川県,高津区,梶ケ谷２丁目,35.587997,139.602314,299074.003054863
洗足学園小学校,神奈川県,高津区,久本２丁目,35.596079,139.614451,312254.22364415
東高津小学校,神奈川県,高津区,北見方２丁目,35.601204,139.627886,306326.140624485
南原小学校,神奈川県,宮前区,宮崎,35.596856,139.589398,282796.986256152
末長小学校,神奈川県,高津区,末長３丁目,35.59033,139.619395,305511.24226121
カリタス小学校,神奈川県,多摩区,中野島４丁目,35.630129,139.557066,257055.364745145
稲田小学校,神奈川県,多摩区,宿河原３丁目,35.61302,139.579675,261146.45795571
下布田小学校,神奈川県,多摩区,布田,35.631657,139.546595,243421.449781606
三田小学校,神奈川県,多摩区,三田３丁目,35.610105,139.54618,233573.503763248
宿河原小学校,神奈川県,多摩区,宿河原２丁目,35.616492,139.574703,256014.567197775
菅小学校,神奈川県,多摩区,菅２丁目,35.632212,139.532846,228620.77114747
生田小学校,神奈川県,多摩区,生田７丁目,35.617131,139.542152,248700.281005665
西菅小学校,神奈川県,多摩区,菅北浦４丁目,35.627518,139.530569,228620.77114747
中野島小学校,神奈川県,多摩区,中野島３丁目,35.62899,139.551428,257055.364745145
長尾小学校,神奈川県,宮前区,神木本町１丁目,35.605438,139.581509,269918.962121593
登戸小学校,神奈川県,多摩区,登戸,35.622491,139.559149,255120.466102995
東菅小学校,神奈川県,多摩区,菅馬場２丁目,35.627074,139.536735,228620.77114747
東生田小学校,神奈川県,多摩区,枡形４丁目,35.61627,139.55104,247415.479327095
南菅小学校,神奈川県,多摩区,菅馬場３丁目,35.623047,139.532152,236309.103607547
南生田小学校,神奈川県,多摩区,南生田３丁目,35.606522,139.53382,226814.882624673
宮崎小学校,神奈川県,宮前区,馬絹,35.579581,139.587899,280813.820487105
宮崎台小学校,神奈川県,宮前区,宮崎３丁目,35.592418,139.589548,282796.986256152
宮前平小学校,神奈川県,宮前区,宮前平３丁目,35.588996,139.58601,278929.857406622
犬蔵小学校,神奈川県,宮前区,土橋５丁目,35.591551,139.56565,266579.295108136
向丘小学校,神奈川県,宮前区,平１丁目,35.600161,139.576565,269918.962121593
鷺沼小学校,神奈川県,宮前区,鷺沼３丁目,35.577581,139.568817,264999.953689057
菅生小学校,神奈川県,宮前区,菅生１丁目,35.598189,139.557095,240059.28235127
西野川小学校,神奈川県,宮前区,野川,35.574555,139.60676,267107.036812537
西有馬小学校,神奈川県,宮前区,有馬７丁目,35.571277,139.576483,263760.706775535
土橋小学校,神奈川県,宮前区,小台１丁目,35.582587,139.575353,275482.179948451
南野川小学校,神奈川県,宮前区,野川,35.566834,139.603731,267107.036812537
白幡台小学校,神奈川県,宮前区,白幡台２丁目,35.595662,139.567733,257167.045827694
稗原小学校,神奈川県,宮前区,水沢３丁目,35.595495,139.54293,225292.647254712
富士見台小学校,神奈川県,宮前区,宮前平２丁目,35.588302,139.579705,278929.857406622
平小学校,神奈川県,宮前区,平６丁目,35.595329,139.580121,275286.601583639
野川小学校,神奈川県,宮前区,野川,35.573721,139.610119,267107.036812537
有馬小学校,神奈川県,都筑区,北山田六丁目,35.568083,139.591621,268325.127013957
岡上小学校,神奈川県,麻生区,岡上,35.578994,139.482934,182389.167027883
柿生小学校,神奈川県,麻生区,片平２丁目,35.591273,139.495601,193961.924122907
桐光学園小学校,神奈川県,麻生区,栗木３丁目,35.601548,139.472039,171133.532065899
金程小学校,神奈川県,麻生区,金程２丁目,35.611937,139.499766,184345.825707518
栗木台小学校,神奈川県,麻生区,栗木台５丁目,35.611657,139.476933,176846.974353813
真福寺小学校,神奈川県,麻生区,王禅寺西６丁目,35.590385,139.506489,199803.540696021
西生田小学校,神奈川県,麻生区,細山１丁目,35.61702,139.519237,212986.219093557
千代ケ丘小学校,神奈川県,麻生区,千代ケ丘７丁目,35.617186,139.50346,193119.73081656
長沢小学校,神奈川県,麻生区,東百合丘２丁目,35.597967,139.527709,219943.630296137
東柿生小学校,神奈川県,麻生区,王禅寺東６丁目,35.579358,139.510266,187698.654592967
南百合丘小学校,神奈川県,麻生区,王禅寺西１丁目,35.59955,139.513433,215756.098444199
虹ケ丘小学校,神奈川県,麻生区,虹ケ丘１丁目,35.57908,139.52121,195936.166968398
百合丘小学校,神奈川県,麻生区,百合丘１丁目,35.607549,139.514432,219916.278410489
片平小学校,神奈川県,麻生区,片平５丁目,35.596911,139.493101,194110.826788105
麻生小学校,神奈川県,麻生区,万福寺１丁目,35.602633,139.504211,209654.170834742
はるひ野小学校,神奈川県,麻生区,はるひ野４丁目,35.618259,139.461318,170623.654463353
王禅寺中央小学校,神奈川県,麻生区,王禅寺東４丁目,35.586751,139.513903,208329.836196141
シュタイナー学園初等部,神奈川県,緑区,名倉,35.606763,139.136602,26697.0167841013
藤野南小学校,神奈川県,緑区,牧野,35.580988,139.150018,25904.0309399626
旭小学校,神奈川県,緑区,橋本６丁目,35.599126,139.343444,146298.369584549
宮上小学校,神奈川県,緑区,橋本４丁目,35.600182,139.350305,148237.234351086
橋本小学校,神奈川県,緑区,橋本１丁目,35.587962,139.344862,148911.130937078
九沢小学校,神奈川県,緑区,下九沢（番１）,35.574689,139.332808,117838.546459183
串川小学校,神奈川県,緑区,長竹,35.566369,139.259166,47030.2264498399
桂北小学校,神奈川県,緑区,与瀬本町,35.614758,139.191172,33895.0004953169
広田小学校,神奈川県,緑区,広田,35.60457,139.300143,101778.148729479
広陵小学校,神奈川県,緑区,若葉台４丁目,35.596183,139.291644,81685.9062618141
根小屋小学校,神奈川県,緑区,根小屋,35.575507,139.273413,56090.8582199735
作の口小学校,神奈川県,緑区,下九沢（番１）,35.569799,139.350001,159372.350831547
湘南小学校,神奈川県,緑区,大島,35.572439,139.307977,77324.9501578518
青根小学校,山梨県,上野原市,秋山安寺沢,35.543776,139.129295,22030.2831288159
青野原小学校,神奈川県,緑区,青野原,35.56248,139.193467,29991.1787912703
千木良小学校,神奈川県,緑区,千木良,35.619209,139.209095,35502.5846567622
川尻小学校,神奈川県,緑区,久保沢１丁目,35.596517,139.301893,102350.002305528
大沢小学校,神奈川県,緑区,上九沢,35.57605,139.325448,117492.877317876
大島小学校,神奈川県,緑区,大島,35.58016,139.319309,107016.702484443
中野小学校,神奈川県,緑区,中野,35.585661,139.256972,52591.627973704
鳥屋小学校,神奈川県,緑区,青山,35.5469,139.216474,33462.9040457637
津久井中央小学校,神奈川県,緑区,三ケ木,35.583157,139.232984,42427.1478616313
藤野小学校,神奈川県,緑区,日連,35.610596,139.156766,29263.6904084601
藤野北小学校,神奈川県,緑区,澤井,35.640564,139.139879,26480.1983202721
内郷小学校,神奈川県,緑区,若柳,35.600158,139.218501,39732.8272940272
二本松小学校,神奈川県,緑区,二本松２丁目,35.592045,139.31692,122309.843015644
横山小学校,神奈川県,中央区,横山台２丁目,35.566049,139.355111,149220.665675813
共和小学校,神奈川県,中央区,高根（２）,35.560853,139.395608,179688.360100212
光が丘小学校,神奈川県,中央区,光が丘２丁目,35.554771,139.377471,160084.286163022
向陽小学校,神奈川県,中央区,向陽町,35.586182,139.366726,168890.330296357
小山小学校,神奈川県,中央区,小山４丁目,35.586226,139.354081,163309.040736201
上溝小学校,神奈川県,中央区,上溝７丁目,35.55505,139.360472,136057.512731626
上溝南小学校,神奈川県,中央区,上溝（番１）,35.542275,139.367027,136946.007028095
新宿小学校,神奈川県,中央区,田名（番３）,35.551468,139.350973,136057.512731626
星が丘小学校,神奈川県,中央区,星が丘３丁目,35.560076,139.370638,168175.598250755
清新小学校,神奈川県,中央区,清新３丁目,35.577129,139.36186,155271.047084485
青葉小学校,神奈川県,中央区,並木４丁目,35.554438,139.383276,160084.286163022
大野北小学校,神奈川県,中央区,淵野辺２丁目,35.574463,139.398329,174349.550509191
中央小学校,神奈川県,中央区,富士見１丁目,35.570268,139.37572,177878.837730294
田名小学校,神奈川県,中央区,田名（番１）,35.548802,139.336641,91784.8700879266
田名北小学校,神奈川県,中央区,田名（番１）,35.55544,139.334835,98902.2332867175
富士見小学校,神奈川県,中央区,富士見２丁目,35.568546,139.378831,177878.837730294
淵野辺小学校,神奈川県,中央区,淵野辺４丁目,35.573185,139.39708,174349.550509191
淵野辺東小学校,神奈川県,中央区,東淵野辺３丁目,35.55997,139.416039,187550.879299569
並木小学校,神奈川県,中央区,並木２丁目,35.557687,139.380665,160084.286163022
弥栄小学校,神奈川県,中央区,弥栄２丁目,35.557687,139.387609,168686.685247423
陽光台小学校,神奈川県,中央区,陽光台１丁目,35.554577,139.368805,157316.755242036
くぬぎ台小学校,神奈川県,南区,上鶴間（１）５丁目,35.522136,139.442105,220263.234415001
もえぎ台小学校,神奈川県,南区,新磯野（３）２丁目,35.512974,139.404176,171267.086052249
桜台小学校,神奈川県,南区,相模台７丁目,35.523304,139.407608,166321.38870246
鹿島台小学校,神奈川県,南区,上鶴間本町２丁目,35.539356,139.43884,217646.787860228
若松小学校,神奈川県,南区,若松（１）２丁目,35.54105,139.429328,214877.566314208
若草小学校,神奈川県,南区,新磯野（番１）,35.520916,139.400303,166321.38870246
上鶴間小学校,神奈川県,南区,上鶴間（１）４丁目,35.520137,139.444855,220263.234415001
新磯小学校,神奈川県,南区,磯部,35.503699,139.384277,110953.880952101
双葉小学校,神奈川県,南区,双葉１丁目,35.530301,139.411941,161224.114296656
相原小学校,神奈川県,緑区,相原４丁目,35.59946,139.321335,122309.843015644
相武台小学校,神奈川県,南区,新磯野（１）１丁目,35.508392,139.408997,171267.086052249
相模女子大学小学部,神奈川県,南区,文京２丁目,35.53244,139.427995,217014.478832392
相模台小学校,神奈川県,南区,南台６丁目,35.522192,139.41383,207563.195943347
大沼小学校,神奈川県,南区,若松（１）４丁目,35.539023,139.420106,187390.018593115
大野小学校,神奈川県,南区,古淵３丁目,35.551966,139.421661,188008.830742016
大野台小学校,神奈川県,南区,大野台（１）７丁目,35.548133,139.413829,192701.130907999
大野台中央小学校,神奈川県,南区,大野台（１）５丁目,35.551216,139.404746,172509.042745619
谷口小学校,神奈川県,南区,上鶴間本町５丁目,35.535711,139.447628,217646.787860228
谷口台小学校,神奈川県,南区,文京２丁目,35.532218,139.426578,217014.478832392
鶴の台小学校,神奈川県,南区,南台２丁目,35.523386,139.428884,214234.296756809
鶴園小学校,神奈川県,南区,上鶴間本町７丁目,35.529418,139.449923,220308.015206869
東林小学校,神奈川県,南区,相南２丁目,35.515915,139.433189,214588.804996746
当麻田小学校,神奈川県,緑区,相原１丁目,35.603126,139.327751,131931.431209209
南大野小学校,神奈川県,南区,上鶴間（２）１丁目,35.528274,139.444466,220308.015206869
麻溝小学校,神奈川県,南区,当麻,35.526972,139.375999,120011.376225377
夢の丘小学校,神奈川県,中央区,田名（番１）,35.531916,139.367472,109503.143708226
緑台小学校,神奈川県,南区,新磯野（１）３丁目,35.506226,139.404664,164404.112865337
粟田小学校,神奈川県,横須賀市,ハイランド２丁目,35.22368,139.685004,74017.7403516281
衣笠小学校,神奈川県,横須賀市,衣笠栄町１丁目,35.255316,139.66395,95904.7896091121
逸見小学校,神奈川県,横須賀市,西逸見町１丁目,35.283313,139.649841,77586.1135351655
浦賀小学校,神奈川県,横須賀市,浦賀３丁目,35.250785,139.71424,71275.3699598339
浦郷小学校,神奈川県,横須賀市,追浜東町２丁目,35.313005,139.629927,97155.0662675144
横須賀学院小学校,神奈川県,横須賀市,,35.285173,139.672922,71265.8409799323
荻野小学校,神奈川県,横須賀市,荻野,35.226596,139.62887,52004.2907161498
夏島小学校,神奈川県,横須賀市,浦郷町４丁目,35.31681,139.634121,107217.579288861
鴨居小学校,神奈川県,横須賀市,鴨居３丁目,35.250621,139.733112,58903.8531258138
岩戸小学校,神奈川県,横須賀市,岩戸４丁目,35.233679,139.66795,77695.061337072
久里浜小学校,神奈川県,横須賀市,久里浜６丁目,35.228985,139.707836,73483.2822450073
公郷小学校,神奈川県,横須賀市,公郷町４丁目,35.255538,139.675366,100092.263628303
高坂小学校,神奈川県,横須賀市,浦賀丘３丁目,35.241355,139.715161,71179.0512010614
根岸小学校,神奈川県,横須賀市,大津町５丁目,35.256759,139.686528,100092.263628303
桜小学校,神奈川県,横須賀市,坂本町１丁目,35.272564,139.658423,94230.0889192481
山崎小学校,神奈川県,横須賀市,三春町６丁目,35.265536,139.682643,101927.721617016
汐入小学校,神奈川県,横須賀市,本町３丁目,35.280035,139.66384,81332.157836254
小原台小学校,神奈川県,横須賀市,小原台,35.252732,139.730001,58903.8531258138
城北小学校,神奈川県,横須賀市,平作１丁目,35.256482,139.656562,87026.9979888667
森崎小学校,神奈川県,横須賀市,森崎３丁目,35.244844,139.67881,95026.5993786377
神明小学校,神奈川県,横須賀市,久里浜３丁目,35.225874,139.701225,73483.2822450073
諏訪小学校,神奈川県,横須賀市,小川町,35.281673,139.673005,81332.157836254
船越小学校,神奈川県,横須賀市,船越町５丁目,35.300728,139.626733,88944.9224517836
走水小学校,神奈川県,横須賀市,,35.265369,139.729001,51890.953622501
大津小学校,神奈川県,横須賀市,大津町３丁目,35.259787,139.693976,85447.5032531035
大塚台小学校,神奈川県,横須賀市,池田町４丁目,35.244955,139.694193,92944.4439213753
大楠小学校,神奈川県,横須賀市,秋谷１丁目,35.234206,139.607206,41054.9879886185
大矢部小学校,神奈川県,横須賀市,大矢部３丁目,35.238123,139.675755,88564.603040238
鷹取小学校,神奈川県,横須賀市,湘南鷹取４丁目,35.307866,139.614373,96422.5363976518
沢山小学校,神奈川県,横須賀市,東逸見町３丁目,35.27498,139.650369,94230.0889192481
池上小学校,神奈川県,横須賀市,池上３丁目,35.260343,139.647563,76175.9703990191
長井小学校,神奈川県,横須賀市,長井５丁目,35.205349,139.612927,37515.241108744
長浦小学校,神奈川県,横須賀市,吉倉町１丁目,35.288146,139.645869,69933.188455075
津久井小学校,神奈川県,横須賀市,グリーンハイツ,35.207329,139.667438,48537.2145790983
追浜小学校,神奈川県,横須賀市,鷹取２丁目,35.315175,139.618176,107596.21058816
